epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
24,0.828125,0.0010000000474974513,1.571359634399414,0.8304093480110168,0.8241071701049805,0.6875,1.631518840789795,0.6863799095153809,0.6839285492897034
25,0.8665178418159485,0.0010000000474974513,1.0747685432434082,0.8678057789802551,0.8616071343421936,0.7089285850524902,1.1418200731277466,0.7089285850524902,0.7089285850524902
26,0.856249988079071,0.0010000000474974513,1.1387323141098022,0.8579775094985962,0.8522321581840515,0.7267857193946838,1.1135836839675903,0.7377049326896667,0.7232142686843872
27,0.840624988079071,0.0010000000474974513,1.0487189292907715,0.8444244861602783,0.8383928537368774,0.7196428775787354,1.0029330253601074,0.7196428775787354,0.7196428775787354
28,0.8245535492897034,0.0010000000474974513,1.4276893138885498,0.8284556269645691,0.8214285969734192,0.7357142567634583,1.320534348487854,0.7379181981086731,0.7089285850524902
29,0.84375,0.0010000000474974513,1.2755855321884155,0.8476791381835938,0.8397321701049805,0.7696428298950195,1.1277681589126587,0.7799999713897705,0.7660714387893677
30,0.8575893044471741,0.0010000000474974513,1.131018042564392,0.8621463775634766,0.8571428656578064,0.7464285492897034,1.3752577304840088,0.7495495676994324,0.7428571581840515
31,0.8477678298950195,0.0010000000474974513,1.1883211135864258,0.8489208817481995,0.8428571224212646,0.7696428298950195,1.428514003753662,0.7719928026199341,0.7678571343421936
32,0.8629464507102966,0.0010000000474974513,1.2298123836517334,0.8654105067253113,0.8611606955528259,0.6607142686843872,1.582937240600586,0.7085828185081482,0.6339285969734192
33,0.8504464030265808,0.0010000000474974513,1.1304408311843872,0.8560469150543213,0.846875011920929,0.7428571581840515,1.4002336263656616,0.7437276244163513,0.7410714030265808
34,0.8589285612106323,0.0010000000474974513,1.1813544034957886,0.8614484667778015,0.8549107313156128,0.7107142806053162,1.4396425485610962,0.71198570728302,0.7107142806053162
35,0.878125011920929,0.00020000000949949026,0.9067535400390625,0.8788014054298401,0.8772321343421936,0.7607142925262451,0.8246584534645081,0.8533007502555847,0.6232143044471741
36,0.8651785850524902,0.00020000000949949026,0.6460458040237427,0.8688229918479919,0.8633928298950195,0.7839285731315613,0.7204101085662842,0.7849462628364563,0.7821428775787354
37,0.8776785731315613,0.00020000000949949026,0.569263756275177,0.8793721795082092,0.8754464387893677,0.8035714030265808,0.6257209181785583,0.8118081092834473,0.7857142686843872
38,0.8866071701049805,0.00020000000949949026,0.5105146169662476,0.8876454830169678,0.8852678537368774,0.7642857432365417,0.6099492311477661,0.7666068077087402,0.762499988079071
39,0.8848214149475098,0.00020000000949949026,0.5141279697418213,0.8850111961364746,0.8830357193946838,0.7803571224212646,0.6148515939712524,0.7811934947967529,0.7714285850524902
40,0.8808035850524902,0.00020000000949949026,0.497536301612854,0.883856475353241,0.8799107074737549,0.7803571224212646,0.6086095571517944,0.7818182110786438,0.7678571343421936
41,0.8866071701049805,0.00020000000949949026,0.5312724113464355,0.8884907960891724,0.8857142925262451,0.7660714387893677,0.6494155526161194,0.769784152507782,0.7642857432365417
42,0.8830357193946838,0.00020000000949949026,0.5580216646194458,0.8835647106170654,0.8808035850524902,0.7285714149475098,0.7898911237716675,0.7285714149475098,0.7285714149475098
43,0.8772321343421936,0.00020000000949949026,0.5507600903511047,0.8783541917800903,0.8767856955528259,0.7803571224212646,0.6180264353752136,0.7844203114509583,0.7732142806053162
44,0.8861607313156128,0.00020000000949949026,0.4877881705760956,0.888093113899231,0.8857142925262451,0.7749999761581421,0.5977900624275208,0.7759856581687927,0.7732142806053162
45,0.887499988079071,0.00020000000949949026,0.4633340537548065,0.8888888955116272,0.8857142925262451,0.7749999761581421,0.5992538332939148,0.7749999761581421,0.7749999761581421
46,0.8915178775787354,0.00020000000949949026,0.5191345810890198,0.891819417476654,0.890625,0.7285714149475098,0.8883001804351807,0.7298747897148132,0.7285714149475098
47,0.8834821581840515,0.00020000000949949026,0.5501497983932495,0.8849596977233887,0.8825892806053162,0.7839285731315613,0.6020079851150513,0.7839285731315613,0.7839285731315613
48,0.8852678537368774,0.00020000000949949026,0.4972739517688751,0.8864550590515137,0.8852678537368774,0.7839285731315613,0.6509225964546204,0.7881507873535156,0.7839285731315613
49,0.8857142925262451,0.00020000000949949026,0.5412535667419434,0.8875448107719421,0.8843749761581421,0.8071428537368774,0.6248202919960022,0.8067978620529175,0.8053571581840515
