epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.7169643044471741,0.0010000000474974513,0.6399997472763062,0.7439496517181396,0.6861607432365417,0.7821428775787354,0.4503800868988037,0.7841726541519165,0.7785714268684387
1,0.8232142925262451,0.0010000000474974513,0.4040585458278656,0.8296803832054138,0.8111607432365417,0.7982142567634583,0.39010295271873474,0.7996422052383423,0.7982142567634583
2,0.8325892686843872,0.0010000000474974513,0.35245010256767273,0.8340827226638794,0.828125,0.8125,0.3532370924949646,0.8136200904846191,0.8107143044471741
3,0.8598214387893677,0.0010000000474974513,0.3247467875480652,0.8619756698608398,0.8531249761581421,0.8178571462631226,0.3364921808242798,0.8178571462631226,0.8178571462631226
4,0.8611606955528259,0.0010000000474974513,0.3149911165237427,0.8621463775634766,0.8571428656578064,0.824999988079071,0.3424317538738251,0.8258528113365173,0.8214285969734192
5,0.875,0.0010000000474974513,0.2846575379371643,0.875673234462738,0.8709821701049805,0.8196428418159485,0.32931894063949585,0.8211091160774231,0.8196428418159485
6,0.8531249761581421,0.0010000000474974513,0.30141788721084595,0.8554108738899231,0.8504464030265808,0.8089285492897034,0.3567277491092682,0.8089285492897034,0.8089285492897034
7,0.8821428418159485,0.0010000000474974513,0.27473559975624084,0.8833034038543701,0.8785714507102966,0.824999988079071,0.32631760835647583,0.824999988079071,0.824999988079071
8,0.8763392567634583,0.0010000000474974513,0.28617948293685913,0.8763994574546814,0.8736607432365417,0.8303571343421936,0.34548521041870117,0.8303571343421936,0.8303571343421936
9,0.8799107074737549,0.0010000000474974513,0.26235538721084595,0.881378710269928,0.8790178298950195,0.8339285850524902,0.31355276703834534,0.8339285850524902,0.8339285850524902
10,0.8848214149475098,0.0010000000474974513,0.2629129886627197,0.8873429298400879,0.8825892806053162,0.8321428298950195,0.3177589178085327,0.8321428298950195,0.8321428298950195
11,0.8897321224212646,0.0010000000474974513,0.25352999567985535,0.8908277153968811,0.8888393044471741,0.8285714387893677,0.32540926337242126,0.8285714387893677,0.8285714387893677
12,0.8866071701049805,0.0010000000474974513,0.25143101811408997,0.888093113899231,0.8857142925262451,0.8178571462631226,0.31024089455604553,0.8178571462631226,0.8178571462631226
13,0.893750011920929,0.0010000000474974513,0.23032701015472412,0.8942652344703674,0.8910714387893677,0.8035714030265808,0.34189486503601074,0.8035714030265808,0.8035714030265808
14,0.8785714507102966,0.0010000000474974513,0.2722533345222473,0.8791946172714233,0.8772321343421936,0.824999988079071,0.36305999755859375,0.824999988079071,0.824999988079071
15,0.8977678418159485,0.0010000000474974513,0.2475934773683548,0.899283766746521,0.8968750238418579,0.8285714387893677,0.31800180673599243,0.8285714387893677,0.8285714387893677
16,0.8910714387893677,0.0010000000474974513,0.2564132511615753,0.8915770649909973,0.8883928656578064,0.8071428537368774,0.3251568377017975,0.8071428537368774,0.8071428537368774
17,0.8897321224212646,0.0010000000474974513,0.2453792244195938,0.8921348452568054,0.8861607313156128,0.8214285969734192,0.31109723448753357,0.8214285969734192,0.8214285969734192
18,0.8982142806053162,0.0010000000474974513,0.22956112027168274,0.8980777859687805,0.8968750238418579,0.8178571462631226,0.33231958746910095,0.8178571462631226,0.8178571462631226
19,0.8950892686843872,0.0010000000474974513,0.23638096451759338,0.897309422492981,0.8933035731315613,0.8535714149475098,0.3159806728363037,0.8535714149475098,0.8535714149475098
20,0.8910714387893677,0.00020000000949949026,0.2266169935464859,0.8909253478050232,0.8897321224212646,0.8446428775787354,0.30817583203315735,0.8446428775787354,0.8446428775787354
21,0.9053571224212646,0.00020000000949949026,0.2186773419380188,0.9055928587913513,0.9035714268684387,0.8464285731315613,0.3117714524269104,0.8464285731315613,0.8464285731315613
22,0.9084821343421936,0.00020000000949949026,0.217220276594162,0.9104744791984558,0.9080356955528259,0.8410714268684387,0.31683358550071716,0.8410714268684387,0.8410714268684387
23,0.9133928418159485,0.00020000000949949026,0.2052256464958191,0.9153605103492737,0.9125000238418579,0.8410714268684387,0.31328076124191284,0.8410714268684387,0.8410714268684387
24,0.9098214507102966,0.00020000000949949026,0.20607657730579376,0.9110018014907837,0.909375011920929,0.8392857313156128,0.30698710680007935,0.8392857313156128,0.8392857313156128
25,0.9169642925262451,0.00020000000949949026,0.20463363826274872,0.9181573987007141,0.9165178537368774,0.8446428775787354,0.3156110346317291,0.8446428775787354,0.8446428775787354
26,0.9044643044471741,0.00020000000949949026,0.21592259407043457,0.9044216275215149,0.9040178656578064,0.8392857313156128,0.30530431866645813,0.8392857313156128,0.8392857313156128
27,0.9102678298950195,0.00020000000949949026,0.21012340486049652,0.9110813140869141,0.9102678298950195,0.8339285850524902,0.30429136753082275,0.8339285850524902,0.8339285850524902
28,0.90625,0.00020000000949949026,0.20162194967269897,0.9070183038711548,0.9058035612106323,0.8464285731315613,0.3073126971721649,0.8464285731315613,0.8464285731315613
29,0.9098214507102966,0.00020000000949949026,0.21630269289016724,0.9108422994613647,0.9075892567634583,0.8339285850524902,0.3016539514064789,0.8339285850524902,0.8339285850524902
